station_name,latitude,longitude,station_start_year,rollout_cluster
3 Ave & E 71 St,40.76873687,-73.96119945,2016-01-01T00:00:00,4
Union St & 4 Ave,40.6772744,-73.98282002,2016-01-01T00:00:00,4
3 St & 7 Ave,40.6703837,-73.97839676,2016-01-01T00:00:00,4
Amsterdam Ave & W 79 St,40.782,-73.98,2016-01-01T00:00:00,4
W 37 St & Broadway,40.752270938374089,-73.987705707550049,2017-01-01T00:00:00,5
44 Dr & 21 St,40.748,-73.9460927,2017-01-01T00:00:00,5
W Broadway & Spring Street,40.724946723594158,-74.00165855884552,2017-01-01T00:00:00,5
E 118 St & 3 Ave,40.799139,-73.9389152,2017-01-01T00:00:00,5
Carlton Ave & Dean St,40.6809741,-73.9710097,2017-01-01T00:00:00,5
E 123 St & Lexington Ave,40.8029263,-73.9379,2017-01-01T00:00:00,5
W 15 St & 10 Ave,40.742753828659033,-74.007473587989807,2017-01-01T00:00:00,5
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,2017-01-01T00:00:00,5
36 Ave & 10 St,40.7614376,-73.9411265,2017-01-01T00:00:00,5
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,2017-01-01T00:00:00,5
Park Pl & Vanderbilt Ave,40.6767,-73.969024,2017-01-01T00:00:00,5
Lenox Ave & W 126 St,40.808442,-73.9452087,2017-01-01T00:00:00,5
Franklin Ave & St Marks Ave,40.6758324,-73.9561677,2017-01-01T00:00:00,5
E 128 St & Madison Ave,40.80756,-73.939182,2017-01-01T00:00:00,5
Carroll St & Franklin Ave,40.6679411,-73.9588,2017-01-01T00:00:00,5
Crown St & Bedford Ave,40.666563,-73.956741,2017-01-01T00:00:00,5
27 Ave & 9 St,40.7739825,-73.9309134,2017-01-01T00:00:00,5
E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,2017-01-01T00:00:00,5
Broadway & 12 St,40.7668,-73.9347774,2017-01-01T00:00:00,5
Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,2017-01-01T00:00:00,5
GOW Tech Shop,40.66979964220026,-73.994979858398438,2017-01-01T00:00:00,5
Broadway & W 25 St,40.742868773121117,-73.98918628692627,2017-01-01T00:00:00,5
Pacific St & Classon Ave,40.6791944,-73.9587903,2017-01-01T00:00:00,5
St Johns Pl & Washington Ave,40.6737236,-73.9631611,2017-01-01T00:00:00,5
Broadway & W 122 St,40.8120562,-73.9612547,2017-01-01T00:00:00,5
21 St & 36 Ave,40.7601853,-73.9362726,2017-01-01T00:00:00,5
Expansion Warehouse 333 Johnson Ave,40.707731483954696,-73.934522867202759,2017-01-01T00:00:00,5
Center Blvd & 48 Ave,40.745038,-73.959,2017-01-01T00:00:00,5
Bayard St & Leonard St,40.719,-73.95,2017-01-01T00:00:00,5
1 Ave & E 110 St,40.7923272,-73.9383,2017-01-01T00:00:00,5
Lexington Ave & E 127 St,40.805726,-73.936322,2017-01-01T00:00:00,5
Bedford Ave & Bergen St,40.676368,-73.952918,2017-01-01T00:00:00,5
11 St & 43 Ave,40.7519071,-73.9479119,2017-01-01T00:00:00,5
Van Dyke St & Van Brunt St,40.675816225228317,-74.01488184928894,2017-01-01T00:00:00,5
27 Ave & 4 St,40.7747175,-73.9337894,2017-01-01T00:00:00,5
Park Pl & Franklin Ave,40.6741806,-73.9564947,2017-01-01T00:00:00,5
31 Ave & 34 St,40.763154,-73.920827,2017-01-01T00:00:00,5
Lenox Ave & W 130 St,40.8107922,-73.9430681,2017-01-01T00:00:00,5
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,2017-01-01T00:00:00,5
Sterling Pl & Bedford Ave,40.672695,-73.954131,2017-01-01T00:00:00,5
27 St & Hunter St,40.7485,-73.941275,2017-01-01T00:00:00,5
8D QC Station 01,45.506364054011385,-73.5694634914398,2017-01-01T00:00:00,5
Jackson St & Leonard St,40.716,-73.948212862014771,2017-01-01T00:00:00,5
31 St & Hoyt Ave N,40.7711528,-73.9170074,2017-01-01T00:00:00,5
W 129 St & Convent Ave,40.814394437915816,-73.953247368335724,2017-01-01T00:00:00,5
Mt Morris Park W & W 120 St,40.804038,-73.945925,2017-01-01T00:00:00,5
E 116 St & 2 Ave,40.796879,-73.938,2017-01-01T00:00:00,5
NYCBS Depot - RIS,40.725208,-73.974724,2017-01-01T00:00:00,5
E 82 St & East End Ave,40.772460677893967,-73.9468208,2017-01-01T00:00:00,5
NYCBS Depot - STY - Garage 4,40.7303801,-73.9747502,2017-01-01T00:00:00,5
37 Ave & 35 St,40.7531106,-73.9279917,2017-01-01T00:00:00,5
Crescent St & 34 Ave,40.76108,-73.930562,2017-01-01T00:00:00,5
Crescent St & Ditmars Blvd,40.7787185,-73.9145645,2017-01-01T00:00:00,5
Sterling St & Bedford Ave,40.6627059,-73.9569115,2017-01-01T00:00:00,5
3 Ave & E 112 St,40.795508,-73.941606,2017-01-01T00:00:00,5
Pleasant Ave & E 120 St,40.7974772,-73.9311847,2017-01-01T00:00:00,5
NYCBS Depot - STY - Valet Scan,0.0,0.0,2017-01-01T00:00:00,5
W 116 St & Amsterdam Ave,40.806,-73.962,2017-01-01T00:00:00,5
31 St & Northern Blvd,40.751869514218747,-73.933492898941026,2017-01-01T00:00:00,5
Newtown Ave & 23 St,40.7713615,-73.9246145,2017-01-01T00:00:00,5
Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,2017-01-01T00:00:00,5
Eckford St & Engert Ave,40.721462562298157,-73.948009014129639,2017-01-01T00:00:00,5
35 Ave & 10 St,40.763154819103733,-73.939855098724365,2017-01-01T00:00:00,5
Amsterdam Ave & W 125 St,40.813358,-73.956461,2017-01-01T00:00:00,5
24 St & 41 Ave,40.752474,-73.939991,2017-01-01T00:00:00,5
Devoe St & Lorimer St,40.713,-73.95,2017-01-01T00:00:00,5
E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,2017-01-01T00:00:00,5
34 Ave & 13 St,40.7638753,-73.9364848,2017-01-01T00:00:00,5
Convent Ave & W 129 St,40.81413,-73.953005,2017-01-01T00:00:00,5
Steinway St & 28 Ave,40.7656251,-73.9136695,2017-01-01T00:00:00,5
Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,2017-01-01T00:00:00,5
Flushing Ave & Vanderbilt Ave,40.697950315695437,-73.970775604248047,2017-01-01T00:00:00,5
W 52 St & 6 Ave,40.761,-73.98,2017-01-01T00:00:00,5
43 St & Broadway,40.7577284,-73.9166368,2017-01-01T00:00:00,5
49 Ave & 21 St,40.74252,-73.95,2017-01-01T00:00:00,5
WS Don't Use,0.0,0.0,2017-01-01T00:00:00,5
Leonard St & Maujer St,40.7103685423523,-73.947059512138367,2017-01-01T00:00:00,5
Schermerhorn St & 3 Ave,40.686808205034318,-73.980361819267273,2017-01-01T00:00:00,5
Pacific St & Bedford Ave,40.6777747,-73.9529322,2017-01-01T00:00:00,5
W 116 St & Broadway,40.8082,-73.9641,2017-01-01T00:00:00,5
Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,2017-01-01T00:00:00,5
31 Ave & Crescent St,40.7658346,-73.9265474,2017-01-01T00:00:00,5
E 12 St & Avenue B,40.728048571362606,-73.978811502456665,2017-01-01T00:00:00,5
34 Ave & 21 St,40.7628138,-73.9342862,2017-01-01T00:00:00,5
11 St & 35 Ave,40.7627442,-73.9391141,2017-01-01T00:00:00,5
E 98 St & Lexington Ave,40.787285198609517,-73.950122594833374,2017-01-01T00:00:00,5
NYCBS DEPOT - DELANCEY,40.716444231344788,-73.9823305606842,2017-01-01T00:00:00,5
Norman Ave & Leonard St - 2,40.7258483,-73.95064893,2017-01-01T00:00:00,5
28 St & 40 Ave,40.7525758,-73.9364281,2017-01-01T00:00:00,5
Crescent St & 30 Ave,40.768692,-73.9249574,2017-01-01T00:00:00,5
Classon Ave & St Marks Ave,40.6765198,-73.9596082,2017-01-01T00:00:00,5
E 118 St & 1 Ave,40.79747,-73.93504,2017-01-01T00:00:00,5
Picnic Point,40.685125595154148,-74.025353193283081,2017-01-01T00:00:00,5
Riverside Dr & W 89 St,40.791811715010972,-73.9786022901535,2017-01-01T00:00:00,5
48 Ave & 30 Pl,40.741283093559929,-73.937258720397935,2017-01-01T00:00:00,5
E 114 St & 1 Ave,40.7945663,-73.9362541,2017-01-01T00:00:00,5
Carroll St & Washington Ave,40.6686744,-73.9618148,2017-01-01T00:00:00,5
5 Ave & E 126 St,40.80698,-73.941747,2017-01-01T00:00:00,5
31 St & Broadway,40.761584,-73.925921,2017-01-01T00:00:00,5
31 St & 35 Ave,40.758204646967577,-73.928321599960327,2017-01-01T00:00:00,5
19 St & 24 Ave,40.7774552,-73.9225403,2017-01-01T00:00:00,5
2 Ave & E 122 St,40.8006721,-73.9349,2017-01-01T00:00:00,5
W 113 St & Broadway,40.805973,-73.965,2017-01-01T00:00:00,5
40 Ave & 9 St,40.75742,-73.945133,2017-01-01T00:00:00,5
LPI Facility,0.0,0.0,2017-01-01T00:00:00,5
Rogers Ave & Sterling St,40.6630619,-73.9538746,2017-01-01T00:00:00,5
Penn Station Valet - Valet Scan,40.7512836,-73.9969245,2017-01-01T00:00:00,5
Eastern Pkwy & Franklin Ave,40.6707767,-73.959,2017-01-01T00:00:00,5
Madison Ave & E 120 St,40.80295,-73.942954,2017-01-01T00:00:00,5
21 St & 31 Dr,40.7659,-73.930819,2017-01-01T00:00:00,5
333 Johnson TEST 1,0.0,0.0,2017-01-01T00:00:00,5
Park Ave & E 124 St,40.8045555,-73.9396861,2017-01-01T00:00:00,5
E 118 St & Madison Ave,40.8014866,-73.9442507,2017-01-01T00:00:00,5
Crescent St & 35 Ave,40.7596276,-73.9321455,2017-01-01T00:00:00,5
W 87 St & Amsterdam Ave,40.78839,-73.9747,2017-01-01T00:00:00,5
28 St & 38 Ave,40.754876,-73.934326,2017-01-01T00:00:00,5
10 Hudson Yards,40.752957,-74.00264,2017-01-01T00:00:00,5
St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,2017-01-01T00:00:00,5
24 Ave & 26 St,40.774591,-73.918544,2017-01-01T00:00:00,5
India St & West St,40.731,-73.95995020866394,2017-01-01T00:00:00,5
Astoria Park S & Shore Blvd,40.776,-73.929,2017-01-01T00:00:00,5
W 36 St & 9 Ave,40.754623240291053,-73.99516761302948,2017-01-01T00:00:00,5
Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,2017-01-01T00:00:00,5
Dwight St & Van Dyke St,40.673635513415043,-74.011955559253693,2017-01-01T00:00:00,5
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,2017-01-01T00:00:00,5
E 41 St & 5 Ave,40.752722013811884,-73.981236219406128,2017-01-01T00:00:00,5
Hs Don't Use,40.719251707409889,-74.03423398733139,2017-01-01T00:00:00,5
E 2 St & 2 Ave E,40.7245634290432,-73.9894437789917,2017-01-01T00:00:00,5
35 St & Broadway,40.760339,-73.9222427,2017-01-01T00:00:00,5
Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,2017-01-01T00:00:00,5
23 Ave & 27 St,40.776165,-73.9153175,2017-01-01T00:00:00,5
Prospect Pl & Underhill Ave,40.6769694,-73.96579,2017-01-01T00:00:00,5
Sigourney St & Columbia St,40.672672434109479,-74.0087952464819,2017-01-01T00:00:00,5
Newton Rd & 44 St,40.7595701,-73.9142678,2017-01-01T00:00:00,5
Crescent St & Broadway,40.7633589,-73.9286471,2017-01-01T00:00:00,5
35 Ave & 37 St,40.7557327,-73.9236611,2017-01-01T00:00:00,5
34 St & 35 Ave,40.7569332,-73.9262231,2017-01-01T00:00:00,5
34 Ave & 38 St,40.756913,-73.921631,2017-01-01T00:00:00,5
28 Ave & 35 St,40.7671,-73.9169858,2017-01-01T00:00:00,5
6 Ave & Spring St,40.7252556952547,-74.004120826721191,2017-01-01T00:00:00,5
Cooper Square & Astor Pl,40.729514962249489,-73.992,2017-01-01T00:00:00,5
Lincoln Pl & Classon Ave,40.6721683,-73.9609,2017-01-01T00:00:00,5
Union St & Bedford Ave,40.6691783,-73.9554162,2017-01-01T00:00:00,5
Lenox Ave & W 115 St,40.8,-73.9500739,2017-01-01T00:00:00,5
Expansion Tech Station,40.669801930896163,-73.994904756546021,2017-01-01T00:00:00,5
24 Ave & 29 St,40.7729,-73.916142,2017-01-01T00:00:00,5
Murray St & Greenwich St,40.714851505262523,-74.011223316192627,2017-01-01T00:00:00,5
NYCBS Depot - GOW,40.669060135011073,-73.994636535644531,2017-01-01T00:00:00,5
E 115 St & Madison Ave,40.7989445,-73.944846,2017-01-01T00:00:00,5
31 Ave & 14 St,40.7682,-73.9322662,2017-01-01T00:00:00,5
31 St & Astoria Blvd,40.7699176,-73.9184057,2017-01-01T00:00:00,5
Schermerhorn St & Bond St,40.688417427540834,-73.986,2017-01-01T00:00:00,5
E 58 St & Madison Ave,40.763025942805193,-73.972095251083374,2017-01-01T00:00:00,5
Underhill Ave & Pacific St,40.6804836,-73.9646795,2017-01-01T00:00:00,5
W 55 St & 6 Ave,40.763093872707969,-73.978458,2017-01-01T00:00:00,5
Lexington Ave & E 111 St,40.7954121,-73.9441232,2017-01-01T00:00:00,5
E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,2017-01-01T00:00:00,5
Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,2017-01-01T00:00:00,5
Steinway St & 23 Ave,40.7713937,-73.9077436,2017-01-01T00:00:00,5
Amsterdam Ave & W 119 St,40.8086249,-73.9596214,2017-01-01T00:00:00,5
Gowanus Tech Station,40.669801930896163,-73.994904756546021,2017-01-01T00:00:00,5
2 Ave & E 96 St,40.7839636,-73.9471673,2017-01-01T00:00:00,5
2 Ave & E 104 St,40.7892105,-73.94370784,2017-01-01T00:00:00,5
E 118 St & Park Ave,40.8005385,-73.9419949,2017-01-01T00:00:00,5
Vernon Blvd & 41 Rd,40.7552433,-73.9485678,2017-01-01T00:00:00,5
2 Ave & 36 St - Citi Bike HQ at Industry City,40.657088666684849,-74.008702039718628,2017-01-01T00:00:00,5
Montgomery St & Franklin Ave OLD,40.6661649,-73.9593484,2017-01-01T00:00:00,5
30 Ave & 21 St,40.7703743,-73.9286078,2017-01-01T00:00:00,5
Grand Ave & Bergen St,40.678045,-73.962408,2017-01-01T00:00:00,5
31 St & 23 Ave,40.7747878,-73.9125551,2017-01-01T00:00:00,5
E 115 St & Lexington Ave,40.797911,-73.9423,2017-01-01T00:00:00,5
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,2017-01-01T00:00:00,5
Vernon Blvd & 10 St,40.7671863,-73.9373554,2017-01-01T00:00:00,5
Vernon Blvd & 30 Rd,40.770845,-73.934171,2017-01-01T00:00:00,5
Gold St & Frankfort St,40.710699946313873,-74.003541469573975,2017-01-01T00:00:00,5
28 St & 41 Ave,40.751047,-73.93797,2017-01-01T00:00:00,5
35 St & 34 Ave,40.758,-73.9242751,2017-01-01T00:00:00,5
37 St & 24 Ave,40.7701477,-73.9120938,2017-01-01T00:00:00,5
Lenox Ave & W 111 St,40.7987859,-73.9523,2017-01-01T00:00:00,5
28 St & 36 Ave,40.757186,-73.932719,2017-01-01T00:00:00,5
Lexington Ave & E 120 St,40.8,-73.941,2017-01-01T00:00:00,5
Morningside Dr & Amsterdam Ave,40.810285063060029,-73.957364559173584,2017-01-01T00:00:00,5
JSQ Don't Use,0.0,0.0,2017-01-01T00:00:00,5
21 St & 38 Ave,40.7576314,-73.9391224,2017-01-01T00:00:00,5
Morningside Ave & W 123 St,40.81,-73.9551508,2017-01-01T00:00:00,5
39 St & 2 Ave - Citi Bike HQ at Industry City,40.655399774478312,-74.010627865791321,2017-01-01T00:00:00,5
31 Ave & 30 St,40.7647,-73.9240312,2017-01-01T00:00:00,5
W 120 St & Claremont Ave,40.8109494,-73.9634,2017-01-01T00:00:00,5
Ditmars Blvd & 19 St,40.78145,-73.9183302,2017-01-01T00:00:00,5
Broadway & Moylan Pl,40.8143256,-73.9590255,2017-01-01T00:00:00,5
W 110 St & Amsterdam Ave,40.802692,-73.96295,2017-01-01T00:00:00,5
E 71 St & 1 Ave,40.76703432309872,-73.95622730255127,2017-01-01T00:00:00,5
"Industry City, Building 1 Basement",40.655949177839751,-74.008358716964722,2017-01-01T00:00:00,5
21 St & Hoyt Ave S,40.774645,-73.923706,2017-01-01T00:00:00,5
Franklin Ave & Empire Blvd,40.66314,-73.9605695,2017-01-01T00:00:00,5
Pleasant Ave & E 116 St,40.7949879,-73.9333349,2017-01-01T00:00:00,5
Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.95,2017-01-01T00:00:00,5
8D Mobile 01,45.505850638767228,-73.569109439849854,2017-01-01T00:00:00,5
E 81 St & 2 Ave,40.774779448957283,-73.954274654388428,2018-01-01T00:00:00,6
Henry St & W 9 St (OLD),40.67630357634183,-74.003140479326248,2018-01-01T00:00:00,6
28 Ave & 44 St,40.76408932350688,-73.910651206970215,2018-01-01T00:00:00,6
2 Ave & E 55 St,40.757920208794026,-73.966382145881653,2018-01-01T00:00:00,6
3 Ave & E 95 St,40.784596798848924,-73.949685394763947,2018-01-01T00:00:00,6
31 Ave & Steinway St,40.7611488,-73.9170071,2018-01-01T00:00:00,6
W 17 St & 9 Ave,40.742948916600909,-74.004136919975281,2018-01-01T00:00:00,6
Gansevoort St & Hudson St,40.739448201304043,-74.005070328712463,2018-01-01T00:00:00,6
Driggs Ave & N 9 St,40.718169694542077,-73.956,2018-01-01T00:00:00,6
Prospect Park - 5 Year Anniversary Celebration,40.66065236872916,-73.9645904302597,2018-01-01T00:00:00,6
Adam Clayton Powell Blvd & W 126 St,40.809495347779482,-73.947764933109283,2018-01-01T00:00:00,6
W 18 St & 9 Ave,40.7435337324616,-74.003675580024719,2018-01-01T00:00:00,6
E 2 St & Avenue A,40.722,-73.986,2018-01-01T00:00:00,6
Division Av & Hooper St,40.706842031013252,-73.9544353965357,2018-01-01T00:00:00,6
W 16 St & 8 Ave,40.741021509002657,-74.001384973526,2018-01-01T00:00:00,6
Dean St & Franklin Ave,40.677592069373759,-73.955637216568,2018-01-01T00:00:00,6
E 11 St & Avenue B,40.727464206923919,-73.979504182934761,2018-01-01T00:00:00,6
Henry St & W 9 St [old],40.6763744,-74.00324957,2018-01-01T00:00:00,6
40 Ave & Crescent St,40.7535992020056,-73.937956094741821,2018-01-01T00:00:00,6
Jay St & York St,40.701403172577251,-73.986726701259613,2018-01-01T00:00:00,6
Sterling Pl & 7 Ave,40.677164894690591,-73.973827958107,2018-01-01T00:00:00,6
Wyckoff St & Bond St,40.68461653897949,-73.987212851643562,2018-01-01T00:00:00,6
E 43 St & 5 Ave,40.754120810779256,-73.980251848697662,2018-01-01T00:00:00,6
W 35 St & Dyer Ave,40.754691750226016,-73.997401893138885,2018-01-01T00:00:00,6
5 St & 51 Ave,40.7423737,-73.9566,2018-01-01T00:00:00,6
old - E 13 St & Avenue A,40.72955361,-73.98057249,2018-01-01T00:00:00,6
Leonard St & Nassau Ave,40.7239567849954,-73.95,2018-01-01T00:00:00,6
47 Ave & Skillman Ave,40.7437524099784,-73.941764831542969,2018-01-01T00:00:00,6
Thompson St & Bleecker St,40.728400594508287,-73.999687805771828,2018-01-01T00:00:00,6
Handlebar @ Gowanus,40.66979964220026,-73.994979858398438,2018-01-01T00:00:00,6
W 15 St & 6 Ave,40.738046142482766,-73.996429592370987,2018-01-01T00:00:00,6
,40.839,-73.923,2018-01-01T00:00:00,6
Prototype Lab Motivate Headquarters,40.656595674820387,-74.008492827415466,2018-01-01T00:00:00,6
S Portland Ave & Atlantic Ave,40.683222541615947,-73.9738118648529,2018-01-01T00:00:00,6
31 St & Newtown Ave,40.7675487799971,-73.9209334552288,2018-01-01T00:00:00,6
Cliff St & Fulton St_1,40.70823502,-74.00530063,2018-01-01T00:00:00,6
5 St & Market St,40.6999974843885,-73.974401280283928,2018-01-01T00:00:00,6
W 104 St & Amsterdam Ave - 1,40.7989937,-73.9662173778,2018-01-01T00:00:00,6
32 St & 30 Ave,40.7664255270288,-73.920629024505615,2018-01-01T00:00:00,6
Lenox Ave & W 117 St,40.8025566,-73.9490782,2018-01-01T00:00:00,6
N 11 St & Kent Ave,40.722481886382191,-73.959219306707382,2018-01-01T00:00:00,6
W 12 St & W 4 St,40.737561211811368,-74.003982692956924,2018-01-01T00:00:00,6
W 45 St & 6 Ave (OLD),40.756687206031792,-73.982577323913574,2018-01-01T00:00:00,6
E 87 St & 3 Ave,40.779406085297872,-73.953335881233215,2018-01-01T00:00:00,6
Frederick Douglass Blvd & W 115 St,40.803,-73.956,2018-01-01T00:00:00,6
W 13 St & 5 Ave -moved to 5947.04,40.73543934,-73.99453948,2018-01-01T00:00:00,6
W 64 St & Thelonious Monk Circle,40.77515953434235,-73.989186957478523,2018-01-01T00:00:00,6
W 50 St & 9 Ave,40.763604677958632,-73.989179581403732,2018-01-01T00:00:00,6
Apache,40.669767091850026,-73.994743824005127,2018-01-01T00:00:00,6
Van Brunt St & Van Dyke St,40.6758329439129,-74.014726281166077,2018-01-01T00:00:00,6
Montgomery St & Franklin Ave,40.666439306870814,-73.9605563879013,2018-01-01T00:00:00,6
Smart Cities Conference,40.710154710949119,-73.984535336494432,2018-01-01T00:00:00,6
North Moore St & Greenwich St,40.720195214374648,-74.0103006362915,2018-01-01T00:00:00,6
E 98 St & Park Ave,40.78813,-73.95206,2018-01-01T00:00:00,6
E 5 St & 2 Ave,40.726869515282068,-73.989190310239792,2018-01-01T00:00:00,6
Perry St & Greenwich Ave,40.735918,-74.000939,2019-01-01T00:00:00,7
W 47 St & 6 Ave,40.758397,-73.98255,2019-01-01T00:00:00,7
Hancock St & Wyckoff Ave,40.6972,-73.90674,2019-01-01T00:00:00,7
Evergreen Ave & Noll St,40.701,-73.93318,2019-01-01T00:00:00,7
Harrison Pl & Porter Ave,40.70686,-73.929,2019-01-01T00:00:00,7
Central Ave & Flushing Ave,40.702831,-73.9333,2019-01-01T00:00:00,7
6 Ave & W 34 St,40.74964,-73.98805,2019-01-01T00:00:00,7
Linden St & Knickerbocker Ave,40.69714,-73.91566,2019-01-01T00:00:00,7
Division St & Bowery (old),40.71413089,-73.9970468,2019-01-01T00:00:00,7
Central Ave & Woodbine St,40.69296,-73.91605,2019-01-01T00:00:00,7
Green St & McGuinness Blvd,40.73396,-73.95204,2019-01-01T00:00:00,7
Central Ave & Decatur St,40.6882,-73.90798,2019-01-01T00:00:00,7
Madison St & Seneca Ave,40.70183,-73.90625,2019-01-01T00:00:00,7
Morgan Ave & Lombardy St,40.72226,-73.93889,2019-01-01T00:00:00,7
38 Ave & 29 St,40.75473,-73.93367,2019-01-01T00:00:00,7
Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,2019-01-01T00:00:00,7
Beaver St & Fayette St,40.70099,-73.93921,2019-01-01T00:00:00,7
White St & Moore St,40.704508,-73.9351,2019-01-01T00:00:00,7
Broadway & Hancock St,40.68663,-73.9168,2019-01-01T00:00:00,7
Irving Ave & Halsey St,40.69467,-73.90663,2019-01-01T00:00:00,7
1 Ave & E 5 St,40.725864,-73.986389,2019-01-01T00:00:00,7
Devoe St & Morgan Ave,40.713811,-73.93515,2019-01-01T00:00:00,7
Menahan St & Central Ave,40.69543,-73.9196,2019-01-01T00:00:00,7
W 40 St & 5 Ave,40.752,-73.983,2019-01-01T00:00:00,7
Central Ave & Melrose St,40.70112,-73.93039,2019-01-01T00:00:00,7
Fairview Ave & Linden St,40.70694,-73.90632,2019-01-01T00:00:00,7
Cypress Ave & George St,40.69812,-73.90271,2019-01-01T00:00:00,7
Lorimer St & Calyer St,40.72795,-73.95414,2019-01-01T00:00:00,7
Menahan St & Seneca Ave,40.70461,-73.91054,2019-01-01T00:00:00,7
Menahan St & Wyckoff Ave,40.70113,-73.91422,2019-01-01T00:00:00,7
Broadway & Kosciuszko St,40.69329,-73.92852,2019-01-01T00:00:00,7
Lafayette St & Jersey St S,40.724305272503322,-73.996009826660156,2019-01-01T00:00:00,7
Somers St & Broadway,40.67945,-73.90474,2019-01-01T00:00:00,7
Menahan St & Onderdonk Ave,40.70553,-73.9096,2019-01-01T00:00:00,7
Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,2019-01-01T00:00:00,7
E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.962262272834778,2019-01-01T00:00:00,7
Battery Pl & Greenwich St,40.70463,-74.01507,2019-01-01T00:00:00,7
Wyckoff St & Nevins St,40.683426,-73.984275,2019-01-01T00:00:00,7
Knickerbocker Ave & George St,40.704425,-73.92836,2019-01-01T00:00:00,7
Madison St & Cypress Ave,40.70068,-73.90742,2019-01-01T00:00:00,7
Centre St & Seneca Ave,40.69969,-73.9022,2019-01-01T00:00:00,7
Irving Ave & DeKalb Ave,40.7027,-73.92095,2019-01-01T00:00:00,7
Stagg St & Morgan Ave,40.710681,-73.93372,2019-01-01T00:00:00,7
Engert Ave & McGuinness Blvd,40.72158,-73.94546,2019-01-01T00:00:00,7
Sharon St & Olive St,40.715353,-73.93856,2019-01-01T00:00:00,7
Knickerbocker Ave & Cooper St,40.69081,-73.90448,2019-01-01T00:00:00,7
Woodward Ave & Harman St,40.70793,-73.91092,2019-01-01T00:00:00,7
Van Sinderen Ave & Truxton St,40.6786,-73.90369,2019-01-01T00:00:00,7
Frost St & Meeker Ave,40.717661970839941,-73.948800265789032,2019-01-01T00:00:00,7
Irving Ave & Jefferson St,40.704,-73.926,2019-01-01T00:00:00,7
Kent St & McGuinness Blvd,40.73124,-73.95161,2019-01-01T00:00:00,7
Front St & Jay St,40.702461,-73.986842,2019-01-01T00:00:00,7
Jefferson Ave & Evergreen Ave,40.68989,-73.91458,2019-01-01T00:00:00,7
Stanton St & Norfolk St,40.720747,-73.986274,2019-01-01T00:00:00,7
E 63 St & 3 Ave,40.763954,-73.9646,2019-01-01T00:00:00,7
2 Ave & E 72 St,40.7687620293096,-73.958407938480377,2019-01-01T00:00:00,7
Flushing Ave & Woodward Ave,40.71246,-73.92,2019-01-01T00:00:00,7
Withers St & Kingsland Ave,40.71773,-73.94051,2019-01-01T00:00:00,7
Madison St & Woodward Ave,40.704,-73.905,2019-01-01T00:00:00,7
Cedar St & Evergreen Ave,40.69671,-73.92807,2019-01-01T00:00:00,7
Cliff St & Fulton St (Old),40.708317943663957,-74.005040824413285,2019-01-01T00:00:00,7
Broadway & Madison St,40.68822,-73.91966,2019-01-01T00:00:00,7
Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,2019-01-01T00:00:00,7
Central Ave & Covert St,40.68929,-73.90951,2019-01-01T00:00:00,7
Melrose St & Broadway,40.697481,-73.935877,2019-01-01T00:00:00,7
Moffat St & Bushwick,40.68458,-73.90925,2019-01-01T00:00:00,7
E 84 St & 3 Ave,40.777553742988871,-73.955127596855164,2019-01-01T00:00:00,7
Wyckoff Av & Jefferson St,40.707,-73.923711,2019-01-01T00:00:00,7
Broadway & Furman Ave,40.68139,-73.90756,2019-01-01T00:00:00,7
Wilson Ave & Moffat St,40.68906,-73.90506,2019-01-01T00:00:00,7
Bushwick Ave & Dekalb Ave,40.69502,-73.92825,2019-01-01T00:00:00,7
Greene Ave & Grandview Ave,40.709697,-73.907856,2019-01-01T00:00:00,7
Morgan Ave & Maspeth Ave,40.716,-73.93637,2019-01-01T00:00:00,7
Frost St & Debevoise Ave,40.71882,-73.93948,2019-01-01T00:00:00,7
Central Ave & Weirfield St,40.69055,-73.91181,2019-01-01T00:00:00,7
Cadman Plaza E & Johnson St,40.695,-73.990157246589661,2019-01-01T00:00:00,7
Kingsland Ave & Nassau Ave,40.72577,-73.94173,2019-01-01T00:00:00,7
Metropolitan Ave & Stewart Ave,40.71401,-73.92793,2019-01-01T00:00:00,7
Greene Av & Myrtle Av,40.698568,-73.918877,2019-01-01T00:00:00,7
